Sample in Buffer,Sample in Window,TRIGGER,design_1_i/axis_data_fifo_0_m_axis_tvalid,design_1_i/sticky_bit_0_signal_out,design_1_i/axis_data_fifo_0_m_axis_tdata[31:0],design_1_i/util_vector_logic_0_Res
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
64027,64027,0,1,1,fe80fff7,1
64028,64028,0,1,1,007afeee,1
64029,64029,0,1,1,ffd9fe31,1
64030,64030,0,1,1,0094fe71,1
64031,64031,0,1,1,ffb1fee8,1
64032,64032,0,1,1,01690017,1
64033,64033,0,1,1,0125ff3d,1
64034,64034,0,1,1,01aaff54,1
64035,64035,0,1,1,0075ff32,1
64036,64036,0,1,1,00810153,1
64037,64037,0,1,1,00e00094,1
64038,64038,0,1,1,0183012b,1
64039,64039,0,1,1,013d0012,1
64040,64040,0,1,1,ff5a00dd,1
64041,64041,0,1,1,ffab0120,1
64042,64042,0,1,1,ffd0018b,1
64043,64043,0,1,1,0051012a,1
64044,64044,0,1,1,feb7002d,1
64045,64045,0,1,1,fe47005e,1
64046,64046,0,1,1,fe8200a5,1
64047,64047,0,1,1,ff600109,1
64048,64048,0,1,1,ff7afeb6,1
64049,64049,0,1,1,fefdfe77,1
64050,64050,0,1,1,ff2ffeab,1
64051,64051,0,1,1,fec0ffd8,1
64052,64052,0,1,1,0109ff45,1
64053,64053,0,1,1,009efe7f,1
64054,64054,0,1,1,00dffee6,1
64055,64055,0,1,1,ffc9ff11,1
64056,64056,0,1,1,00e10086,1
64057,64057,0,1,1,014effd9,1
64058,64058,0,1,1,01480018,1
64059,64059,0,1,1,006affa4,1
64060,64060,0,1,1,002e00d4,1
64061,64061,0,1,1,009b00c7,1
64062,64062,0,1,1,00cb0123,1
64063,64063,0,1,1,0089ffef,1
64064,64064,0,1,1,ff740085,1
64065,64065,0,1,1,ff6c00b1,1
64066,64066,0,1,1,ff3b0133,1
64067,64067,0,1,1,002e009d,1
64068,64068,0,1,1,ff5fffcc,1
64069,64069,0,1,1,ff32ffe9,1
64070,64070,0,1,1,fed8ffcd,1
64071,64071,0,1,1,ff94007b,1
64072,64072,0,1,1,ffb3ff36,1
64073,64073,0,1,1,ff89ff5d,1
64074,64074,0,1,1,ffd3ff1a,1
64075,64075,0,1,1,ff7cfff4,1
64076,64076,0,1,1,00e8fee3,1
64077,64077,0,1,1,0008ff35,1
64078,64078,0,1,1,0053ff66,1
64079,64079,0,1,1,ff6fffc1,1
64080,64080,0,1,1,017c00b7,1
64081,64081,0,1,1,00beffbd,1
64082,64082,0,1,1,00c90002,1
64083,64083,0,1,1,fff5ff4b,1
64084,64084,0,1,1,004a011c,1
64085,64085,0,1,1,002f005d,1
64086,64086,0,1,1,00130074,1
64087,64087,0,1,1,0077ffd0,1
64088,64088,0,1,1,ff85012e,1
64089,64089,0,1,1,ffeb008b,1
64090,64090,0,1,1,fff2fff6,1
64091,64091,0,1,1,00490052,1
64092,64092,0,1,1,fecf0016,1
64093,64093,0,1,1,fed40047,1
64094,64094,0,1,1,fff80012,1
64095,64095,0,1,1,ffd90056,1
64096,64096,0,1,1,ff4dff06,1
64097,64097,0,1,1,feebfef6,1
64098,64098,0,1,1,ffc7ffdb,1
64099,64099,0,1,1,ffa60057,1
64100,64100,0,1,1,00adff36,1
64101,64101,0,1,1,0052fea4,1
64102,64102,0,1,1,004bffe1,1
64103,64103,0,1,1,ffcdffec,1
64104,64104,0,1,1,0120002d,1
64105,64105,0,1,1,0105ff47,1
64106,64106,0,1,1,004cffbd,1
64107,64107,0,1,1,ff61fff9,1
64108,64108,0,1,1,00740114,1
64109,64109,0,1,1,00e7007d,1
64110,64110,0,1,1,008a0045,1
64111,64111,0,1,1,ffc0ff31,1
64112,64112,0,1,1,ff4c0119,1
64113,64113,0,1,1,ffd500a5,1
64114,64114,0,1,1,001700b5,1
64115,64115,0,1,1,009cffb5,1
64116,64116,0,1,1,fea5fff9,1
64117,64117,0,1,1,ff48001a,1
64118,64118,0,1,1,ff99005b,1
64119,64119,0,1,1,00390045,1
64120,64120,0,1,1,ff7ffeab,1
64121,64121,0,1,1,ff36ff58,1
64122,64122,0,1,1,ff98ffd6,1
64123,64123,0,1,1,ffbb0066,1
64124,64124,0,1,1,00f5ff24,1
64125,64125,0,1,1,0029fec1,1
64126,64126,0,1,1,ffc0ffa1,1
64127,64127,0,1,1,ff6e0032,1
64128,64128,0,1,1,01450061,1
64129,64129,0,1,1,0121ff52,1
64130,64130,0,1,1,0037ff57,1
64131,64131,0,1,1,ff39ff4f,1
64132,64132,0,1,1,002e0146,1
64133,64133,0,1,1,01010077,1
64134,64134,0,1,1,00c8001a,1
64135,64135,0,1,1,0056ff44,1
64136,64136,0,1,1,fed600cb,1
64137,64137,0,1,1,ffac010f,1
64138,64138,0,1,1,004e00ea,1
64139,64139,0,1,1,007bffe8,1
64140,64140,0,1,1,ff1bff90,1
64141,64141,0,1,1,ff2affe1,1
64142,64142,0,1,1,ff9d005c,1
64143,64143,0,1,1,003c002e,1
64144,64144,0,1,1,ff89fed2,1
64145,64145,0,1,1,ff87ff15,1
64146,64146,0,1,1,ff59002d,1
64147,64147,0,1,1,ffe70072,1
64148,64148,0,1,1,0112feb2,1
64149,64149,0,1,1,00b9fec4,1
64150,64150,0,1,1,ff6eff15,1
64151,64151,0,1,1,ff000036,1
64152,64152,0,1,1,018200b5,1
64153,64153,0,1,1,016c0040,1
64154,64154,0,1,1,00cfff90,1
64155,64155,0,1,1,ff68fee2,1
64156,64156,0,1,1,003d0117,1
64157,64157,0,1,1,002200df,1
64158,64158,0,1,1,00190057,1
64159,64159,0,1,1,003cff21,1
64160,64160,0,1,1,ff8c0124,1
64161,64161,0,1,1,ffc80086,1
64162,64162,0,1,1,00160038,1
64163,64163,0,1,1,013dff61,1
64164,64164,0,1,1,fe69ffe0,1
64165,64165,0,1,1,ff030021,1
64166,64166,0,1,1,ff990031,1
64167,64167,0,1,1,00bd00c9,1
64168,64168,0,1,1,ffbafe79,1
64169,64169,0,1,1,ffa4fef3,1
64170,64170,0,1,1,ffbdff74,1
64171,64171,0,1,1,ffae008f,1
64172,64172,0,1,1,0102ff49,1
64173,64173,0,1,1,009aff4a,1
64174,64174,0,1,1,0060ffb2,1
64175,64175,0,1,1,ff920067,1
64176,64176,0,1,1,01710046,1
64177,64177,0,1,1,00cbffcc,1
64178,64178,0,1,1,003eff8a,1
64179,64179,0,1,1,ff26ff57,1
64180,64180,0,1,1,007201a5,1
64181,64181,0,1,1,0089009c,1
64182,64182,0,1,1,00bc0033,1
64183,64183,0,1,1,0085ff1a,1
64184,64184,0,1,1,fec700d2,1
64185,64185,0,1,1,ffa30086,1
64186,64186,0,1,1,fffe0081,1
64187,64187,0,1,1,0096000e,1
64188,64188,0,1,1,fef1ff8f,1
64189,64189,0,1,1,ff7affd0,1
64190,64190,0,1,1,ffca0021,1
64191,64191,0,1,1,007b003d,1
64192,64192,0,1,1,ffb0fea5,1
64193,64193,0,1,1,ffa8ffa7,1
64194,64194,0,1,1,ffd50016,1
64195,64195,0,1,1,fffd0110,1
64196,64196,0,1,1,016aff3c,1
64197,64197,0,1,1,0066ff1b,1
64198,64198,0,1,1,ffe6ff7d,1
64199,64199,0,1,1,feb8ffc3,1
64200,64200,0,1,1,014500e1,1
64201,64201,0,1,1,00aafff6,1
64202,64202,0,1,1,0081ffc4,1
64203,64203,0,1,1,ffd7ff08,1
64204,64204,0,1,1,ffd10182,1
64205,64205,0,1,1,007a0007,1
64206,64206,0,1,1,0054002c,1
64207,64207,0,1,1,00a2ff5e,1
64208,64208,0,1,1,feb20054,1
64209,64209,0,1,1,0014007f,1
64210,64210,0,1,1,003f004f,1
64211,64211,0,1,1,00de002b,1
64212,64212,0,1,1,ff3eff4f,1
64213,64213,0,1,1,ffa30010,1
64214,64214,0,1,1,ffe800a6,1
64215,64215,0,1,1,002f0103,1
64216,64216,0,1,1,0049feec,1
64217,64217,0,1,1,ffb7ff85,1
64218,64218,0,1,1,ff680007,1
64219,64219,0,1,1,ff1e0038,1
64220,64220,0,1,1,0134ffdb,1
64221,64221,0,1,1,0081ff47,1
64222,64222,0,1,1,ffa1ff92,1
64223,64223,0,1,1,ff75ff85,1
64224,64224,0,1,1,00a300f5,1
64225,64225,0,1,1,00cf0031,1
64226,64226,0,1,1,0047ff7e,1
64227,64227,0,1,1,ffd3ff41,1
64228,64228,0,1,1,ff8000db,1
64229,64229,0,1,1,00490068,1
64230,64230,0,1,1,0079fff4,1
64231,64231,0,1,1,00b7ff23,1
64232,64232,0,1,1,ff380010,1
64233,64233,0,1,1,fff20067,1
64234,64234,0,1,1,001f008b,1
64235,64235,0,1,1,00d80078,1
64236,64236,0,1,1,ff6aff73,1
64237,64237,0,1,1,ffa40017,1
64238,64238,0,1,1,ff8afffe,1
64239,64239,0,1,1,fffa009f,1
64240,64240,0,1,1,0045ff4e,1
64241,64241,0,1,1,001affbc,1
64242,64242,0,1,1,fff0ffbd,1
64243,64243,0,1,1,ffb8fff3,1
64244,64244,0,1,1,00e5ff91,1
64245,64245,0,1,1,0009ffb8,1
64246,64246,0,1,1,ffecffa4,1
64247,64247,0,1,1,ff9effcf,1
64248,64248,0,1,1,00ee009c,1
64249,64249,0,1,1,00a4ffd2,1
64250,64250,0,1,1,0052ffac,1
64251,64251,0,1,1,0040ff66,1
64252,64252,0,1,1,ffe50144,1
64253,64253,0,1,1,007800e0,1
64254,64254,0,1,1,00720015,1
64255,64255,0,1,1,00acfffa,1
64256,64256,0,1,1,ff4d0053,1
64257,64257,0,1,1,ff580046,1
64258,64258,0,1,1,ffeeffe7,1
64259,64259,0,1,1,ffed005e,1
64260,64260,0,1,1,ff22fff1,1
64261,64261,0,1,1,ff9ffff9,1
64262,64262,0,1,1,003d0005,1
64263,64263,0,1,1,003effe6,1
64264,64264,0,1,1,ffa7fee8,1
64265,64265,0,1,1,ff7dff73,1
64266,64266,0,1,1,ffe8000b,1
64267,64267,0,1,1,003b0069,1
64268,64268,0,1,1,013cff76,1
64269,64269,0,1,1,0091ff1e,1
64270,64270,0,1,1,0034ff7e,1
64271,64271,0,1,1,ffb40036,1
64272,64272,0,1,1,007d011e,1
64273,64273,0,1,1,00fa0077,1
64274,64274,0,1,1,00a30023,1
64275,64275,0,1,1,ffec0019,1
64276,64276,0,1,1,ff680074,1
64277,64277,0,1,1,ffcb0090,1
64278,64278,0,1,1,0037005d,1
64279,64279,0,1,1,ff9bffd4,1
64280,64280,0,1,1,ff74ffff,1
64281,64281,0,1,1,ffd70008,1
64282,64282,0,1,1,ffdc003c,1
64283,64283,0,1,1,0044ffca,1
64284,64284,0,1,1,ffb5ff3e,1
64285,64285,0,1,1,ffe0ffee,1
64286,64286,0,1,1,ffd6fffc,1
64287,64287,0,1,1,fff9000a,1
64288,64288,0,1,1,00c7ff81,1
64289,64289,0,1,1,003affba,1
64290,64290,0,1,1,0028ff94,1
64291,64291,0,1,1,001bffcc,1
64292,64292,0,1,1,00c5003e,1
64293,64293,0,1,1,003b0010,1
64294,64294,0,1,1,0059001b,1
64295,64295,0,1,1,ffe10029,1
64296,64296,0,1,1,004e00da,1
64297,64297,0,1,1,002a004b,1
64298,64298,0,1,1,fffd0011,1
64299,64299,0,1,1,ffd1ffd9,1
64300,64300,0,1,1,ff9d0096,1
64301,64301,0,1,1,ffca0044,1
64302,64302,0,1,1,0014fff6,1
64303,64303,0,1,1,0010ffbd,1
64304,64304,0,1,1,ff800024,1
64305,64305,0,1,1,ffa7ffd2,1
64306,64306,0,1,1,0009ffe3,1
64307,64307,0,1,1,000bffdd,1
64308,64308,0,1,1,ff8bffc5,1
64309,64309,0,1,1,0013ffba,1
64310,64310,0,1,1,0066fffb,1
64311,64311,0,1,1,0060ffb8,1
64312,64312,0,1,1,000eff69,1
64313,64313,0,1,1,0026ffca,1
64314,64314,0,1,1,00150038,1
64315,64315,0,1,1,00300075,1
64316,64316,0,1,1,00a80000,1
64317,64317,0,1,1,007dfff1,1
64318,64318,0,1,1,fff9002e,1
64319,64319,0,1,1,ffc8002c,1
64320,64320,0,1,1,003a00a3,1
64321,64321,0,1,1,0014008d,1
64322,64322,0,1,1,0011000c,1
64323,64323,0,1,1,ffa4ffed,1
64324,64324,0,1,1,ff900098,1
64325,64325,0,1,1,ffac003f,1
64326,64326,0,1,1,ffbd0010,1
64327,64327,0,1,1,0000ff58,1
64328,64328,0,1,1,ff6fffdb,1
64329,64329,0,1,1,ffbfffb2,1
64330,64330,0,1,1,ffb2ff76,1
64331,64331,0,1,1,0053ffde,1
64332,64332,0,1,1,ffa3ffab,1
64333,64333,0,1,1,0063ffe5,1
64334,64334,0,1,1,00c7ff69,1
64335,64335,0,1,1,0069ffcc,1
64336,64336,0,1,1,0024ff1f,1
64337,64337,0,1,1,ffc3000a,1
64338,64338,0,1,1,0095007b,1
64339,64339,0,1,1,008c0083,1
64340,64340,0,1,1,00fb0026,1
64341,64341,0,1,1,005dffc2,1
64342,64342,0,1,1,ffff0036,1
64343,64343,0,1,1,ffbe006a,1
64344,64344,0,1,1,fffe00bb,1
64345,64345,0,1,1,fffa0083,1
64346,64346,0,1,1,fffc002c,1
64347,64347,0,1,1,ffba001d,1
64348,64348,0,1,1,ffb3001c,1
64349,64349,0,1,1,ff8dffb8,1
64350,64350,0,1,1,ffb9ffa1,1
64351,64351,0,1,1,ff83fff4,1
64352,64352,0,1,1,ff83000b,1
64353,64353,0,1,1,0045ffde,1
64354,64354,0,1,1,00a4ffbb,1
64355,64355,0,1,1,0009ff5a,1
64356,64356,0,1,1,ffd0ff4e,1
64357,64357,0,1,1,fffafff5,1
64358,64358,0,1,1,00650043,1
64359,64359,0,1,1,00600003,1
64360,64360,0,1,1,00c8ffa6,1
64361,64361,0,1,1,003dffda,1
64362,64362,0,1,1,00540050,1
64363,64363,0,1,1,00520016,1
64364,64364,0,1,1,00950075,1
64365,64365,0,1,1,003f0056,1
64366,64366,0,1,1,ffc4007d,1
64367,64367,0,1,1,ffe000af,1
64368,64368,0,1,1,001700bd,1
64369,64369,0,1,1,ffd0003e,1
64370,64370,0,1,1,ffcaffff,1
64371,64371,0,1,1,ff27ff9a,1
64372,64372,0,1,1,ff46004d,1
64373,64373,0,1,1,ffb1000a,1
64374,64374,0,1,1,ffb7ff9d,1
64375,64375,0,1,1,0021ff60,1
64376,64376,0,1,1,ffb2ff97,1
64377,64377,0,1,1,ffceffb9,1
64378,64378,0,1,1,006aff7d,1
64379,64379,0,1,1,0040ff8f,1
64380,64380,0,1,1,fff9ff92,1
64381,64381,0,1,1,fff7ffb8,1
64382,64382,0,1,1,00a3001e,1
64383,64383,0,1,1,00c7fff9,1
64384,64384,0,1,1,008dffc3,1
64385,64385,0,1,1,0052ffa9,1
64386,64386,0,1,1,004f0048,1
64387,64387,0,1,1,002900af,1
64388,64388,0,1,1,005f0066,1
64389,64389,0,1,1,00880056,1
64390,64390,0,1,1,00200042,1
64391,64391,0,1,1,ff9c003b,1
64392,64392,0,1,1,001a0047,1
64393,64393,0,1,1,ff920057,1
64394,64394,0,1,1,ffba001c,1
64395,64395,0,1,1,ff86ffbc,1
64396,64396,0,1,1,ffa80077,1
64397,64397,0,1,1,ffb6fff1,1
64398,64398,0,1,1,0019ffdc,1
64399,64399,0,1,1,0033ffa2,1
64400,64400,0,1,1,ff88ff92,1
64401,64401,0,1,1,ffb2ff6b,1
64402,64402,0,1,1,001dffa2,1
64403,64403,0,1,1,0011ffd1,1
64404,64404,0,1,1,0040ffab,1
64405,64405,0,1,1,0083ff80,1
64406,64406,0,1,1,00b8ffb3,1
64407,64407,0,1,1,002dffaf,1
64408,64408,0,1,1,0035ffbd,1
64409,64409,0,1,1,007f0017,1
64410,64410,0,1,1,00a50087,1
64411,64411,0,1,1,00a60046,1
64412,64412,0,1,1,00c90045,1
64413,64413,0,1,1,005e004a,1
64414,64414,0,1,1,001f0099,1
64415,64415,0,1,1,ffd2005e,1
64416,64416,0,1,1,ff95008d,1
64417,64417,0,1,1,ffa80081,1
64418,64418,0,1,1,ff6c00a0,1
64419,64419,0,1,1,ffa30046,1
64420,64420,0,1,1,fffeffe8,1
64421,64421,0,1,1,ffceff87,1
64422,64422,0,1,1,ffa0ff5b,1
64423,64423,0,1,1,ff89ff8f,1
64424,64424,0,1,1,ffbcffea,1
64425,64425,0,1,1,002fffe7,1
64426,64426,0,1,1,0094ffad,1
64427,64427,0,1,1,0033ff7d,1
64428,64428,0,1,1,0070ff45,1
64429,64429,0,1,1,0039ffb3,1
64430,64430,0,1,1,0056002c,1
64431,64431,0,1,1,007effcc,1
64432,64432,0,1,1,00c8005d,1
64433,64433,0,1,1,00c6004a,1
64434,64434,0,1,1,00730042,1
64435,64435,0,1,1,005c0041,1
64436,64436,0,1,1,003a006c,1
64437,64437,0,1,1,ffb700b6,1
64438,64438,0,1,1,ffae0092,1
64439,64439,0,1,1,ffce0074,1
64440,64440,0,1,1,001c00ca,1
64441,64441,0,1,1,ffa70034,1
64442,64442,0,1,1,ffc1ffb3,1
64443,64443,0,1,1,ffccffc9,1
64444,64444,0,1,1,ff300058,1
64445,64445,0,1,1,ff72ffdb,1
64446,64446,0,1,1,0005ffaa,1
64447,64447,0,1,1,0003ffcf,1
64448,64448,0,1,1,ffebff71,1
64449,64449,0,1,1,000eff5b,1
64450,64450,0,1,1,007bff7e,1
64451,64451,0,1,1,000eff92,1
64452,64452,0,1,1,007effb1,1
64453,64453,0,1,1,005bffc1,1
64454,64454,0,1,1,00c90014,1
64455,64455,0,1,1,007cfff8,1
64456,64456,0,1,1,00b60054,1
64457,64457,0,1,1,00760011,1
64458,64458,0,1,1,008b0080,1
64459,64459,0,1,1,003e0025,1
64460,64460,0,1,1,00320111,1
64461,64461,0,1,1,003500aa,1
64462,64462,0,1,1,000200bd,1
64463,64463,0,1,1,00250066,1
64464,64464,0,1,1,ff60009e,1
64465,64465,0,1,1,ff5e0039,1
64466,64466,0,1,1,ff71000f,1
64467,64467,0,1,1,ff6e0031,1
64468,64468,0,1,1,ff3cffe7,1
64469,64469,0,1,1,ffaaffa2,1
64470,64470,0,1,1,0032ff61,1
64471,64471,0,1,1,ffc6ff69,1
64472,64472,0,1,1,fff8ff55,1
64473,64473,0,1,1,ffd2ff5a,1
64474,64474,0,1,1,00a60012,1
64475,64475,0,1,1,007fff85,1
64476,64476,0,1,1,00a0ffe2,1
64477,64477,0,1,1,00b4ff91,1
64478,64478,0,1,1,00760042,1
64479,64479,0,1,1,00af002e,1
64480,64480,0,1,1,00ac0097,1
64481,64481,0,1,1,00b40044,1
64482,64482,0,1,1,00610075,1
64483,64483,0,1,1,00110086,1
64484,64484,0,1,1,ffb80103,1
64485,64485,0,1,1,001800ff,1
64486,64486,0,1,1,000500a8,1
64487,64487,0,1,1,ffe0004e,1
64488,64488,0,1,1,ff09006c,1
64489,64489,0,1,1,ff110049,1
64490,64490,0,1,1,ff8e003e,1
64491,64491,0,1,1,ff8fffea,1
64492,64492,0,1,1,ff52ff6e,1
64493,64493,0,1,1,ff98ff5e,1
64494,64494,0,1,1,fff8ff9c,1
64495,64495,0,1,1,000eff8e,1
64496,64496,0,1,1,003eff47,1
64497,64497,0,1,1,0018ff37,1
64498,64498,0,1,1,0053fff2,1
64499,64499,0,1,1,005efff3,1
64500,64500,0,1,1,00d20013,1
64501,64501,0,1,1,0107ffa4,1
64502,64502,0,1,1,00af0000,1
64503,64503,0,1,1,0028fff6,1
64504,64504,0,1,1,003000e3,1
64505,64505,0,1,1,00b600d3,1
64506,64506,0,1,1,00ab00e8,1
64507,64507,0,1,1,008d0016,1
64508,64508,0,1,1,ff7d0079,1
64509,64509,0,1,1,ff6c00ae,1
64510,64510,0,1,1,ff7400b8,1
64511,64511,0,1,1,ffb4009d,1
64512,64512,0,1,1,02e1fe52,1
64513,64513,0,1,1,fff2fdaf,1
64514,64514,0,1,1,ff4cfe0d,1
64515,64515,0,1,1,fcc7ffa5,1
64516,64516,0,1,1,02a90181,1
64517,64517,0,1,1,0253feb4,1
64518,64518,0,1,1,0186fdd4,1
64519,64519,0,1,1,ff09fd34,1
64520,64520,0,1,1,005002fe,1
64521,64521,0,1,1,029401ef,1
64522,64522,0,1,1,0318006a,1
64523,64523,0,1,1,027efe5f,1
64524,64524,0,1,1,fda60109,1
64525,64525,0,1,1,ff0d036f,1
64526,64526,0,1,1,00c402aa,1
64527,64527,0,1,1,0294025b,1
64528,64528,0,1,1,fef4fec5,1
64529,64529,0,1,1,fd3f009a,1
64530,64530,0,1,1,fe41019b,1
64531,64531,0,1,1,ff830364,1
64532,64532,0,1,1,00c5fe55,1
64533,64533,0,1,1,fe57fe60,1
64534,64534,0,1,1,fdf4fec1,1
64535,64535,0,1,1,fd4001c2,1
64536,64536,0,1,1,0258ffc3,1
64537,64537,0,1,1,004ffdf6,1
64538,64538,0,1,1,fff9fdab,1
64539,64539,0,1,1,fd5aff65,1
64540,64540,0,1,1,01a3021f,1
64541,64541,0,1,1,01d2ffdc,1
64542,64542,0,1,1,020efe70,1
64543,64543,0,1,1,ff31fdda,1
64544,64544,0,1,1,ff49025c,1
64545,64545,0,1,1,00b50138,1
64546,64546,0,1,1,02380080,1
64547,64547,0,1,1,01abfed4,1
64548,64548,0,1,1,fdc300c2,1
64549,64549,0,1,1,ff4d01da,1
64550,64550,0,1,1,00970200,1
64551,64551,0,1,1,01d2021b,1
64552,64552,0,1,1,fe4bfec9,1
64553,64553,0,1,1,fde500a6,1
64554,64554,0,1,1,ff0400db,1
64555,64555,0,1,1,ff6302e9,1
64556,64556,0,1,1,00b6fe07,1
64557,64557,0,1,1,fe4ffe68,1
64558,64558,0,1,1,ff39ff5c,1
64559,64559,0,1,1,fd8c0167,1
64560,64560,0,1,1,01b80041,1
64561,64561,0,1,1,0074fe2c,1
64562,64562,0,1,1,0016fea2,1
64563,64563,0,1,1,fdb6ffb9,1
64564,64564,0,1,1,00c0010d,1
64565,64565,0,1,1,0144ff1f,1
64566,64566,0,1,1,019dfe6e,1
64567,64567,0,1,1,fed9fe2e,1
64568,64568,0,1,1,ffd4011f,1
64569,64569,0,1,1,019d00b5,1
64570,64570,0,1,1,02df0063,1
64571,64571,0,1,1,0145ff0a,1
64572,64572,0,1,1,ff5c0016,1
64573,64573,0,1,1,ffb4019e,1
64574,64574,0,1,1,0135026a,1
64575,64575,0,1,1,00cf01a4,1
64576,64576,0,1,1,ff9affbc,1
64577,64577,0,1,1,febe00d3,1
64578,64578,0,1,1,ff4e01c2,1
64579,64579,0,1,1,ff56022d,1
64580,64580,0,1,1,0073ff60,1
64581,64581,0,1,1,feb0ff41,1
64582,64582,0,1,1,fe660079,1
64583,64583,0,1,1,fd9801eb,1
64584,64584,0,1,1,012bffe2,1
64585,64585,0,1,1,ffd0fe95,1
64586,64586,0,1,1,ff28fe41,1
64587,64587,0,1,1,fc05ff99,1
64588,64588,0,1,1,011e00fb,1
64589,64589,0,1,1,00e6fef0,1
64590,64590,0,1,1,018afec7,1
64591,64591,0,1,1,feb2fd3a,1
64592,64592,0,1,1,004e0196,1
64593,64593,0,1,1,0178007e,1
64594,64594,0,1,1,02190095,1
64595,64595,0,1,1,00c9fe77,1
64596,64596,0,1,1,fed301bf,1
64597,64597,0,1,1,0030021e,1
64598,64598,0,1,1,00f0026a,1
64599,64599,0,1,1,018900bc,1
64600,64600,0,1,1,fe78ffd1,1
64601,64601,0,1,1,fe0d011d,1
64602,64602,0,1,1,fe9f01ad,1
64603,64603,0,1,1,ff020221,1
64604,64604,0,1,1,ff9aff3f,1
64605,64605,0,1,1,fe18fefc,1
64606,64606,0,1,1,fe3dff83,1
64607,64607,0,1,1,fd4800c9,1
64608,64608,0,1,1,001fff4e,1
64609,64609,0,1,1,ff4bfe4e,1
64610,64610,0,1,1,ffabfe83,1
64611,64611,0,1,1,fd89fec6,1
64612,64612,0,1,1,018effec,1
64613,64613,0,1,1,016efdee,1
64614,64614,0,1,1,018afe24,1
64615,64615,0,1,1,ff4ffd27,1
64616,64616,0,1,1,00d401a7,1
64617,64617,0,1,1,02140073,1
64618,64618,0,1,1,027300b3,1
64619,64619,0,1,1,0170feea,1
64620,64620,0,1,1,fe7c019b,1
64621,64621,0,1,1,fff7027b,1
64622,64622,0,1,1,00990268,1
64623,64623,0,1,1,012a0136,1
64624,64624,0,1,1,fe3d0020,1
64625,64625,0,1,1,fe230097,1
64626,64626,0,1,1,ff3000fb,1
64627,64627,0,1,1,ff17014f,1
64628,64628,0,1,1,ff1ffde2,1
64629,64629,0,1,1,fdd4fea2,1
64630,64630,0,1,1,fedffff5,1
64631,64631,0,1,1,fdf400f2,1
64632,64632,0,1,1,015eff1a,1
64633,64633,0,1,1,0033fdad,1
64634,64634,0,1,1,000fff31,1
64635,64635,0,1,1,fe72ff56,1
64636,64636,0,1,1,01af00b4,1
64637,64637,0,1,1,022afebb,1
64638,64638,0,1,1,014eff3e,1
64639,64639,0,1,1,fed4fec6,1
64640,64640,0,1,1,008301d4,1
64641,64641,0,1,1,01dd0111,1
64642,64642,0,1,1,01bd00da,1
64643,64643,0,1,1,ffd3ff3b,1
64644,64644,0,1,1,fe5001bb,1
64645,64645,0,1,1,ffd20260,1
64646,64646,0,1,1,00b7024b,1
64647,64647,0,1,1,0037ffbd,1
64648,64648,0,1,1,fe07ff3e,1
64649,64649,0,1,1,fe010074,1
64650,64650,0,1,1,fedc0155,1
64651,64651,0,1,1,ff6600aa,1
64652,64652,0,1,1,fff3fe1e,1
64653,64653,0,1,1,fe8ffe62,1
64654,64654,0,1,1,feac0057,1
64655,64655,0,1,1,fe8d00d0,1
64656,64656,0,1,1,013fff58,1
64657,64657,0,1,1,00b9fe9a,1
64658,64658,0,1,1,ff7dff3c,1
64659,64659,0,1,1,fdcfff93,1
64660,64660,0,1,1,01d2009f,1
64661,64661,0,1,1,0151ff5e,1
64662,64662,0,1,1,009aff2b,1
64663,64663,0,1,1,fe2efe3f,1
64664,64664,0,1,1,00180208,1
64665,64665,0,1,1,00ff011c,1
64666,64666,0,1,1,01480074,1
64667,64667,0,1,1,ff96fde5,1
64668,64668,0,1,1,fe780128,1
64669,64669,0,1,1,ff71014b,1
64670,64670,0,1,1,007f0134,1
64671,64671,0,1,1,00b3feb5,1
64672,64672,0,1,1,fee7ff44,1
64673,64673,0,1,1,fed6ffeb,1
64674,64674,0,1,1,ffda011b,1
64675,64675,0,1,1,00a20045,1
64676,64676,0,1,1,fff1ff28,1
64677,64677,0,1,1,ff04ff69,1
64678,64678,0,1,1,ff4000ee,1
64679,64679,0,1,1,ff3e0119,1
64680,64680,0,1,1,010affa5,1
64681,64681,0,1,1,ffe4fe9d,1
64682,64682,0,1,1,ff0affcf,1
64683,64683,0,1,1,fd870040,1
64684,64684,0,1,1,00eb00f7,1
64685,64685,0,1,1,00d0ff3b,1
64686,64686,0,1,1,0024ff01,1
64687,64687,0,1,1,fdb9fdff,1
64688,64688,0,1,1,ffe80165,1
64689,64689,0,1,1,01030006,1
64690,64690,0,1,1,018cffc7,1
64691,64691,0,1,1,ffbbfce3,1
64692,64692,0,1,1,ff310185,1
64693,64693,0,1,1,00c200e8,1
64694,64694,0,1,1,015b0167,1
64695,64695,0,1,1,01d3fe52,1
64696,64696,0,1,1,fe0f000b,1
64697,64697,0,1,1,ff5100cb,1
64698,64698,0,1,1,ffa601de,1
64699,64699,0,1,1,014a00af,1
64700,64700,0,1,1,ff48fec1,1
64701,64701,0,1,1,fed6ffae,1
64702,64702,0,1,1,feb70145,1
64703,64703,0,1,1,ff0d01ac,1
64704,64704,0,1,1,003eff31,1
64705,64705,0,1,1,ff47fed5,1
64706,64706,0,1,1,fe4dffc9,1
64707,64707,0,1,1,fce3ffc0,1
